date,brand,Retail,media,campaign_name,adgroup_name,ad_name,media_type,product,media_url,impressions,clicks,ctr,cpc,cvr,conversions,cpa,cost,sales,roas,add cart cv,status,appeal_points,hook_type,target_emotion,key_message_jp,key_message_kr,event
2026-04-28,BOH,Qoo10,Meta,BOH_QT_JP_Promo_Megapo_UA_Meta_DA_Click_260428,260428_Megapo_F2549_ADV_engage365d_New_nad,260428_New_nad_price_IMG_01_Megapo_1080x1080_JP,image,New,https://drive.google.com/file/d/1KXXwnqYB81S1K_JISgoW5ngZ2biB8vUE/view?usp=drivesdk,1497,42,0.03,363.3666667,0.00,0,0,15261.4,0,0.00,0,,"가격 경쟁력, 신제품 혜택, 무료 배송, 증정품 구성, 전문 홈케어","가격 소구, 한정성 강조","기대감, 실속감",新発売記念、最安値に挑戦,"신발매 기념, 최저가 도전",Megapo
2026-04-28,WM,Qoo10,Meta,WM_QT_JP_Promo_Megapo_UA_Meta_DA_Click_260428,260428_Megapo_F2549_ADV_engage365d_Promo_price,260428_Promo_price_Daily-price_IMG_01_Megapo_1080x1080_JP,image,Promo,,3644,267,0.07,114.0044944,0.00,0,0,30439.2,0,0.00,0,,,,,,,Megapo
2026-04-28,BOH,Qoo10,Meta,BOH_QT_JP_Promo_Megapo_UA_Meta_DA_Click_260428,260428_Megapo_F2549_ADV_engage365d_Refill,260428_3D Refill_effect_IMG_02_Megapo_1080x1080_JP,image,3D Refill,https://drive.google.com/open?id=1Sqv9db4DEjtDAuESQcHvbq1Iiz2Yngs2&usp=drive_fs,1222,20,0.02,627.88,0.00,0,0,12557.6,0,0.00,0,,"탄력 리프팅, 가성비(리필 포함), 증정 혜택, 독자적 기술력","호기심 유발, 혜택 강조","기대감, 만족감",「塗るハイフ」と話題。高密度な弾力リモデル。,바르는 하이푸'로 화제. 고밀도 탄력 리모델링.,Megapo
2026-04-28,WM,Qoo10,SingleOne_Meta,WM_QT_JP_Promo_Megapo_RT_SingleOne_Conversions_Purchase_260428,260428_Megapo_F2564_atc-vc180d_ex-pur30d_New,260428_New_Brush-rank_IMG_01_Megapo_1080x1080_JP,image,New,,218,16,0.07,220.0927288,0.00,0,0,3521.483661,0,0.00,0,,,,,,,Megapo
2026-04-28,WM,Qoo10,SingleOne_Meta,WM_QT_JP_Promo_Megapo_RT_SingleOne_Conversions_Purchase_260428,260428_Megapo_F2564_atc-vc180d_ex-pur30d_Best3,260428_Best3_Brush-product_IMG_02_Megapo_1080x1080_JP,image,Best3,,30,1,0.03,324.7477728,0.00,0,0,324.7477728,0,0.00,0,,,,,,,Megapo
2026-04-28,BOH,Qoo10,TikTok,BOH_QT_JP_Promo_Megapo_UA_TikTok_Traffic_Click_260428,260428_Megapo_F2555+_Demo_None_Collagen_mist,260428_Gift_box_Carousel_IMG_01_Megapo_1080x1920_JP,image,Gift,,1034,10,0.01,222.64,0.00,0,0,2226.4,0,0.00,0,,,,,,,Megapo
2026-04-28,WM,Qoo10,Meta,WM_QT_JP_Promo_Megapo_UA_Meta_DA_Click_260428,260428_Megapo_F2549_ADV_engage365d_Promo_price,260428_Promo_price_Base-season_IMG_03_Megapo_1080x1080_JP,image,Promo,https://drive.google.com/file/d/1YQ87xSXkolJ5zcN6Algfq5cXIgtDDUbK/view?usp=drivesdk,83,2,0.02,331.65,0.00,0,0,663.3,0,0.00,0,,"파격 할인(50%), 시즌 적합성(여름), 증정 혜택, 신상품 출시, 세트 구성","기간 한정 유도, 혜택 강조","기대감, 조급함",鉄壁ベースセットで今夏のメイク準備完了,철벽 베이스 세트로 올여름 메이크업 준비 완료,Megapo
2026-04-28,BOH,Qoo10,TikTok,BOH_QT_JP_Promo_Megapo_UA_TikTok_Traffic_Click_260428,260428_Megapo_F2555+_Demo_None_Collagen_mist,260428_New_nad_Carousel_IMG_01_Megapo_1080x1920_JP,image,New,,477,6,0.01,239.9833333,0.00,0,0,1439.9,0,0.00,0,,,,,,,Megapo
2026-04-28,CG,Qoo10,Meta,CG_QT_JP_Promo_Megapo_UA_Meta_DA_Click_260428,260428_Megapo_F1849_ADV_engage365d_Best_color,260428_Best_color_Cover-product_VID_02_Megapo_1080x1080_JP,video,Best,https://drive.google.com/open?id=1n4BsZpPOKwETGNWTyVD-4-BOu5AxkNDS&usp=drive_fs,4617,119,0.03,299.8932773,0.00,0,0,35687.3,0,0.00,0,,"패키지 업그레이드, 구매 증정품 혜택, 가격 할인, 부드러운 발색","혜택 강조, 시각적 결과 제시","기대감, 소유욕",念願のパッケージアップグレード,염원하던 패키지 업그레이드,Megapo
2026-04-28,WM,Qoo10,SingleOne_Meta,WM_QT_JP_Promo_Megapo_RT_SingleOne_Conversions_Purchase_260428,260428_Megapo_F2564_atc-vc180d_ex-pur30d_New,260428_New_Fixer-effect_IMG_02_Megapo_1080x1080_JP,image,New,,137,5,0.04,385.6379802,0.00,0,0,1928.189901,0,0.00,0,,,,,,,Megapo
2026-04-28,BOH,Qoo10,SingleOne_Meta,BOH_QT_JP_Promo_Megapo_RT_SingleOne_Conversions_Purchase_260428,260428_Megapo_F2564_atc-vc180d_ex-pur30d_Collagen_mist,260428_Collagen_mist_effect_VID_02_Megapo_1080x1080_JP,video,Collagen,https://drive.google.com/open?id=15Zb-eVGyLlT4Y0poKUbYDwyFE4z5EkCq&usp=drive_fs,114,4,0.04,603.8278901,0.00,0,0,2415.31156,0,0.00,0,,"피부 탄력 개선, 고농축 영양(마스크팩 100회분 효과), 끈적임 없는 제형, 가격 할인(30% OFF)","비유적 표현, 문제 해결 제시","기대감, 안도감",ゆるみ肌に、ハリの魔法。私をリモデルする瞬間。,처진 피부에 탄력의 마법. 나를 리모델링하는 순간.,Megapo
2026-04-28,BOH,Qoo10,TikTok,BOH_QT_JP_Promo_Megapo_UA_TikTok_Traffic_Click_260428,260428_Megapo_F2555+_Demo_None_Collagen_mist,260428_Refill_Carousel_IMG_01_Megapo_1080x1920_JP,image,Refill,,153,3,0.02,146.6666667,0.00,0,0,440,0,0.00,0,,,,,,,Megapo
2026-04-28,BOH,Qoo10,Meta,BOH_QT_JP_Promo_Megapo_UA_Meta_DA_Click_260428,260428_Megapo_F2549_ADV_engage365d_New_nad,260428_New_nad_routine_IMG_04_Megapo_1080x1080_JP,image,New,,1173,29,0.02,427.7862069,0.00,0,0,12405.8,0,0.00,0,,,,,,,Megapo
2026-04-28,BOH,Qoo10,SingleOne_Meta,BOH_QT_JP_Promo_Megapo_RT_SingleOne_Conversions_Purchase_260428,260428_Megapo_F2564_atc-vc180d_ex-pur30d_Refill,260428_Refill_review_IMG_03_Megapo_1080x1080_JP,image,Refill,,1067,60,0.06,437.0563776,0.03,2,13111.69133,26223.38265,85246.29036,3.25,0,,,,,,,Megapo
2026-04-28,WM,Qoo10,SingleOne_Meta,WM_QT_JP_Promo_Megapo_RT_SingleOne_Conversions_Purchase_260428,260428_Megapo_F2564_atc-vc180d_ex-pur30d_Best3,260428_Best3_Spatula-price_VID_01_Megapo_1080x1080_JP,video,Best3,,92,4,0.04,390.7121642,1.00,4,390.7121642,1562.848657,70115.9964,44.86,0,,,,,,,Megapo
2026-04-28,CG,Qoo10,Meta,CG_QT_JP_Promo_Megapo_UA_Meta_DA_Click_260428,260428_Megapo_F1849_ADV_engage365d_Tanghuru,260428_Tanghuru_Coupon_IMG_01_Megapo_1080x1080_JP,image,Tanghuru,,8768,162,0.02,347.1382716,0.00,0,0,56236.4,0,0.00,0,,,,,,,Megapo
2026-04-28,CG,Qoo10,Meta,CG_QT_JP_Promo_Megapo_UA_Meta_DA_Click_260428,260428_Megapo_F1849_ADV_engage365d_New,260428_New_Noodie-new_IMG_01_Megapo_1080x1080_JP,image,New,,2660,78,0.03,221.8192308,0.00,0,0,17301.9,0,0.00,0,,,,,,,Megapo
2026-04-28,CG,Qoo10,Meta,CG_QT_JP_Promo_Megapo_UA_Meta_DA_Click_260428,260428_Megapo_F1849_ADV_engage365d_New,260428_New_Pocket-product_IMG_03_Megapo_1080x1080_JP,image,New,https://drive.google.com/open?id=1CUoe_hlV05K4ZzjjyNs6G2WvzDkp5PMQ&usp=drive_fs,9029,295,0.03,205.0847458,0.00,0,0,60500,0,0.00,0,,"휴대성, 컴팩트함, 귀여운 디자인, 가성비, 실용성","편의성 강조, 혜택 제시","기대감, 소유욕",コンパクトサイズで理想のメイクをどこでも💖,컴팩트한 사이즈로 이상적인 메이크업을 어디서나💖,Megapo
2026-04-28,WM,Qoo10,SingleOne_Meta,WM_QT_JP_Promo_Megapo_RT_SingleOne_Conversions_Purchase_260428,260428_Megapo_F2564_atc-vc180d_ex-pur30d_New,260428_New_Brush-pro_IMG_02_Megapo_1080x1080_JP,image,New,,340,26,0.08,249.8059791,0.00,0,0,6494.955456,0,0.00,0,,,,,,,Megapo
2026-04-28,WM,Qoo10,SingleOne_Meta,WM_QT_JP_Promo_Megapo_RT_SingleOne_Conversions_Purchase_260428,260428_Megapo_F2564_atc-vc180d_ex-pur30d_Best3,260428_Best3_Brush-season_IMG_03_Megapo_1080x1080_JP,image,Best3,,239,8,0.03,480.7789293,0.00,0,0,3846.231434,0,0.00,0,,,,,,,Megapo
2026-04-28,CG,Qoo10,Meta,CG_QT_JP_Promo_Megapo_UA_Meta_DA_Click_260428,260428_Megapo_F1849_ADV_engage365d_Best_color,260428_Best_color_Cover-price_VID_01_Megapo_1080x1080_JP,video,Best,https://drive.google.com/open?id=1tYsVIeA7s7e-Ygp3CYHQcHx_j2HM0H5M&usp=drive_fs,265,4,0.02,452.925,0.00,0,0,1811.7,0,0.00,0,,"최적의 컬러 구성, 강력한 커버력, 합리적인 가격 혜택",프로모션 가격 혜택,기대감,メガポ特価で手に入れる、最高のカラーとカバー力,메가포 세일 특가로 만나는 최적의 컬러와 완벽한 커버력,Megapo
2026-04-28,BOH,Qoo10,Meta,BOH_QT_JP_Promo_Megapo_UA_Meta_DA_Click_260428,260428_Megapo_F2549_ADV_engage365d_New_nad,260428_New_nad_brand_IMG_05_Megapo_1080x1080_JP,image,New,,16,1,0.06,210.1,0.00,0,0,210.1,0,0.00,0,,,,,,,Megapo
2026-04-28,BOH,Qoo10,Meta,BOH_QT_JP_Promo_Megapo_UA_Meta_DA_Click_260428,260428_Megapo_F2549_ADV_engage365d_Refill,260428_3D Refill_emotion_IMG_03_Megapo_1080x1080_JP,image,3D Refill,,443,4,0.01,1065.9,0.00,0,0,4263.6,0,0.00,0,,,,,,,Megapo
2026-04-28,CG,Qoo10,Meta,CG_QT_JP_Promo_Megapo_UA_Meta_DA_Click_260428,260428_Megapo_F1849_ADV_engage365d_New,260428_New_Noodie-product_IMG_03_Megapo_1080x1080_JP,image,New,,483,10,0.02,277.31,0.00,0,0,2773.1,0,0.00,0,,,,,,,Megapo
2026-04-28,BOH,Qoo10,SingleOne_Meta,BOH_QT_JP_Promo_Megapo_RT_SingleOne_Conversions_Purchase_260428,260428_Megapo_F2564_atc-vc180d_ex-pur30d_Refill,260428_3D Refill_emotion_IMG_03_Megapo_1080x1080_JP,image,3D Refill,,294,15,0.05,427.5845675,0.00,0,0,6413.768513,0,0.00,0,,,,,,,Megapo
2026-04-28,BOH,Qoo10,SingleOne_Meta,BOH_QT_JP_Promo_Megapo_RT_SingleOne_Conversions_Purchase_260428,260428_Megapo_F2564_atc-vc180d_ex-pur30d_Shurink,260428_Shurink_routine_IMG_04_Megapo_1080x1080_JP,image,Shurink,https://drive.google.com/file/d/1HY4mV3hMQQqzwJT8yoe7hZvLfFkdcAV7/view?usp=drivesdk,152,6,0.04,654.5697296,0.00,0,0,3927.418377,0,0.00,0,,"간편한 사용성, 전문적인 리프팅 효과, 파격 할인, 기간 한정 혜택, 무료 배송 및 증정품","편의성 강조, 경제적 이득 제시","기대감, 만족감","BOHの美顔器、進化して新登場。
毎日5分、手軽に続けられる本格リフトケア","BOH의 미용기기, 진화하여 새롭게 등장.
매일 5분, 간편하게 계속할 수 있는 본격 리프트 케어",Megapo
2026-04-28,BOH,Qoo10,SingleOne_Meta,BOH_QT_JP_Promo_Megapo_RT_SingleOne_Conversions_Purchase_260428,260428_Megapo_F2564_atc-vc180d_ex-pur30d_Gift_box,260428_Gift_box_product_IMG_01_Megapo_1080x1080_JP,image,Gift,,10,2,0.20,299.3768531,0.00,0,0,598.7537061,0,0.00,0,,,,,,,Megapo
2026-04-28,WM,Qoo10,Meta,WM_QT_JP_Promo_Megapo_UA_Meta_DA_Click_260428,260428_Megapo_F2549_ADV_engage365d_New,260428_New_Brush-product_IMG_03_Megapo_1080x1080_JP,image,New,,1951,131,0.07,101.0656489,0.00,0,0,13239.6,0,0.00,0,,,,,,,Megapo
2026-04-28,WM,Qoo10,Meta,WM_QT_JP_Promo_Megapo_UA_Meta_DA_Click_260428,260428_Megapo_F2549_ADV_engage365d_Promo_price,260428_Promo_price_Base-product_IMG_01_Megapo_1080x1080_JP,image,Promo,,59,3,0.05,160.2333333,0.00,0,0,480.7,0,0.00,0,,,,,,,Megapo
2026-04-28,WM,Qoo10,Meta,WM_QT_JP_Promo_Megapo_UA_Meta_DA_Click_260428,260428_Megapo_F2549_ADV_engage365d_Promo_price,260428_Promo_price_Base-effect_IMG_02_Megapo_1080x1080_JP,image,Promo,,76,1,0.01,647.9,0.00,0,0,647.9,0,0.00,0,,,,,,,Megapo
2026-04-28,WM,Qoo10,Meta,WM_QT_JP_Promo_Megapo_UA_Meta_DA_Click_260428,260428_Megapo_F2549_ADV_engage365d_New,260428_New_Fixer-season_IMG_03_Megapo_1080x1080_JP,image,New,,173,7,0.04,195.0142857,0.00,0,0,1365.1,0,0.00,0,,,,,,,Megapo
2026-04-28,WM,Qoo10,SingleOne_Meta,WM_QT_JP_Promo_Megapo_RT_SingleOne_Conversions_Purchase_260428,260428_Megapo_F2564_atc-vc180d_ex-pur30d_Promo_price,260428_Promo_price_coupon_IMG_01_Megapo_1080x1080_JP,image,Promo,,28,0,0.00,0,0.00,0,0,223.2640938,0,0.00,0,,,,,,,Megapo
2026-04-28,WM,Qoo10,Meta,WM_QT_JP_Promo_Megapo_UA_Meta_DA_Click_260428,260428_Megapo_F2549_ADV_engage365d_New,260428_New_Fixer-price_IMG_01_Megapo_1080x1080_JP,image,New,,853,43,0.05,161.0860465,0.00,0,0,6926.7,0,0.00,0,,,,,,,Megapo
2026-04-28,BOH,Qoo10,TikTok,BOH_QT_JP_Promo_Megapo_UA_TikTok_Traffic_Click_260428,260428_Megapo_F2555+_Demo_None_Collagen_mist,260428_Collagen_mist_effect_VID_01_Megapo_1080x1920_JP,video,Collagen,https://drive.google.com/open?id=1kLH5aUea8zviCt8y0QPUZJ2P0cVTRGya&usp=drive_fs,1393,84,0.06,134.4880952,0.00,0,0,11297,0,0.00,0,,"모공 케어, 콜라겐 충전, 간편성, 고농축 영양, 가격 혜택","문제 제기, 파격적인 비교","기대감, 해결의 실마리",気になる毛穴の開き 足りなかったのはコラーゲン,"신경 쓰이는 모공 확장, 부족했던 것은 콜라겐",Megapo
2026-04-28,BOH,Qoo10,TikTok,BOH_QT_JP_Promo_Megapo_UA_TikTok_Traffic_Click_260428,260428_Megapo_F2555+_Demo_None_Collagen_mist,260428_3D Refill_Carousel_IMG_01_Megapo_1080x1920_JP,image,3D Refill,,163,2,0.01,206.8,0.00,0,0,413.6,0,0.00,0,,,,,,,Megapo
2026-04-28,WM,Qoo10,Meta,WM_QT_JP_Promo_Megapo_UA_Meta_DA_Click_260428,260428_Megapo_F2549_ADV_engage365d_Best3,260428_Best3_Brush-product_IMG_01_Megapo_1080x1080_JP,image,Best3,,60,1,0.02,480.7,0.00,0,0,480.7,0,0.00,0,,,,,,,Megapo
2026-04-28,BOH,Qoo10,SingleOne_Meta,BOH_QT_JP_Promo_Megapo_RT_SingleOne_Conversions_Purchase_260428,260428_Megapo_F2564_atc-vc180d_ex-pur30d_Shurink,260428_Shurink_effect_IMG_03_Megapo_1080x1080_JP,image,Shurink,https://drive.google.com/file/d/1jD1YcpmQ-fahnWiMwpW1DsLRToE7XUjs/view?usp=drivesdk,16,0,0.00,0,0.00,0,0,304.451037,0,0.00,0,,"광채 피부 효과, 파격적인 할인율, 무료 배송 및 사은품 증정, 한정 기간 특가","호기심 유발, 결과 제시","기대감, 만족감",「ついに見つけた」NADセラムでツヤ肌の正解に到達。フリーズセルグロウパワーセラム企画セット,「드디어 찾았다」 NAD 세럼으로 윤광 피부의 정답에 도달. 프리즈셀 글로우 파워 세럼 기획 세트,Megapo
